window_a,window_b,jaccard_path,jaccard_feature_order,jaccard_feature_set
2006-01,2008-01,0.8181818181818182,0.8181818181818182,0.8
2006-01,2009-01,0.5384615384615384,0.5384615384615384,0.8
2006-01,2010-01,0.42857142857142855,0.42857142857142855,0.6666666666666666
2006-01,2011-01,0.3333333333333333,0.3333333333333333,0.6666666666666666
2006-01,2012-01,0.3333333333333333,0.3333333333333333,0.6666666666666666
2006-01,2013-01,0.3333333333333333,0.3333333333333333,1.0
2006-01,2014-01,0.3333333333333333,0.3333333333333333,0.8333333333333334
2007-01,2008-01,0.8181818181818182,0.8181818181818182,0.8
2007-01,2009-01,0.5384615384615384,0.5384615384615384,0.8
2007-01,2010-01,0.42857142857142855,0.42857142857142855,0.6666666666666666
2007-01,2011-01,0.3333333333333333,0.3333333333333333,0.6666666666666666
2007-01,2012-01,0.3333333333333333,0.3333333333333333,0.6666666666666666
2007-01,2013-01,0.3333333333333333,0.3333333333333333,0.6666666666666666
2007-01,2014-01,0.3333333333333333,0.3333333333333333,0.5714285714285714
2008-01,2009-01,0.5384615384615384,0.5384615384615384,1.0
2008-01,2010-01,0.42857142857142855,0.42857142857142855,0.8
2008-01,2011-01,0.3333333333333333,0.3333333333333333,0.8
2008-01,2012-01,0.3333333333333333,0.3333333333333333,0.8
2008-01,2013-01,0.3333333333333333,0.3333333333333333,0.8
2008-01,2014-01,0.3333333333333333,0.3333333333333333,0.6666666666666666
2009-01,2010-01,0.8181818181818182,0.8181818181818182,0.8
2009-01,2011-01,0.5384615384615384,0.5384615384615384,0.8
2009-01,2012-01,0.5384615384615384,0.5384615384615384,0.8
2009-01,2013-01,0.5384615384615384,0.5384615384615384,0.8
2009-01,2014-01,0.42857142857142855,0.42857142857142855,0.6666666666666666
2010-01,2011-01,0.6666666666666666,0.6666666666666666,1.0
2010-01,2012-01,0.5384615384615384,0.5384615384615384,1.0
2010-01,2013-01,0.42857142857142855,0.42857142857142855,0.6666666666666666
2010-01,2014-01,0.42857142857142855,0.42857142857142855,0.8333333333333334
2011-01,2012-01,0.5384615384615384,0.5384615384615384,1.0
2011-01,2013-01,0.5384615384615384,0.5384615384615384,0.6666666666666666
2011-01,2014-01,0.42857142857142855,0.42857142857142855,0.8333333333333334
2012-01,2013-01,0.6666666666666666,0.6666666666666666,0.6666666666666666
2012-01,2014-01,0.5384615384615384,0.5384615384615384,0.8333333333333334
2013-01,2014-01,0.5384615384615384,0.5384615384615384,0.8333333333333334
